Complaint_type,Error,Accuracy
Hazardous Materials,0.29095583510915785,0.7090441648908421
Highway Condition,0.28742990723622447,0.7125700927637755
Homeless Encampment,0.2904085989771191,0.7095914010228809
Homeless Person Assistance,0.28556488054423557,0.7144351194557644
Homeless Street Condition,0.2895690236923928,0.7104309763076072
Illegal Animal Kept as Pet,0.2887067002413476,0.7112932997586524
Illegal Animal Sold,0.2908532180532487,0.7091467819467513
Illegal Fireworks,0.2957283054784895,0.7042716945215105
Illegal Parking,0.29122701908190896,0.708772980918091
Illegal Tree Damage,0.29185654526381166,0.7081434547361883
Indoor Air Quality,0.29717332515577105,0.7028266748442289
Indoor Sewage,0.29370246154521606,0.7062975384547839
Industrial Waste,0.288110413142025,0.711889586857975
Investigations and Discipline (IAD),0.2966925674647975,0.7033074325352024
Lead,0.2954257243377293,0.7045742756622707
LinkNYC,0.2957788118755323,0.7042211881244678
Litter Basket / Request,0.2884662047009761,0.7115337952990239
Lost Property,0.2936658909125368,0.7063341090874632
Maintenance or Facility,0.28558550972149055,0.7144144902785095
Miscellaneous Categories,0.29062294460879606,0.709377055391204
Missed Collection,0.29193172528059524,0.7080682747194047
Missed Collection (All Materials),0.29280963194847326,0.7071903680515268
Mobile Food Vendor,0.2861954110001829,0.713804588999817
Mold,0.2881247236334497,0.7118752763665503
Mosquitoes,0.287440208537686,0.7125597914623141
New Tree Request,0.28810961177522915,0.7118903882247709
Noise,0.2879946921429247,0.7120053078570753
Noise - Commercial,0.2932320855840921,0.7067679144159079
Noise - Helicopter,0.2953252015705741,0.7046747984294259
Noise - House of Worship,0.2961141976384601,0.70388580236154
Noise - Park,0.2955611439344708,0.7044388560655293
Noise - Residential,0.2897979276383375,0.7102020723616624
Noise - Street/Sidewalk,0.29319585148094984,0.7068041485190502
Noise - Vehicle,0.2890697987177851,0.710930201282215
Non-Emergency Police Matter,0.2922746227703791,0.7077253772296209
Non-Residential Heat,0.29450444805909937,0.7054955519409006
OUTSIDE BUILDING,0.29887986913548054,0.7011201308645194
Other Enforcement,0.2968165553709819,0.7031834446290182
Overflowing Litter Baskets,0.288192764070346,0.711807235929654
Overgrown Tree/Branches,0.28866974602392365,0.7113302539760764
PAINT/PLASTER,0.29131037531075316,0.7086896246892469
PLUMBING,0.2899094469459044,0.7100905530540955
Panhandling,0.2960454383241494,0.7039545616758506
Pet Shop,0.29233356524869536,0.7076664347513046
Plumbing,0.2835658068776382,0.7164341931223618
Poison Ivy,0.2854774092789052,0.7145225907210948
Posting Advertisement,0.29079175611201147,0.7092082438879885
Public Payphone Complaint,0.28718158699085533,0.7128184130091446
Public Toilet,0.2884066860189253,0.7115933139810747
Quality of Life,0.29999599859476833,0.7000040014052317
Recycling Enforcement,0.293585144231735,0.706414855768265
Request Large Bulky Item Collection,0.2817356159649922,0.7182643840350078
Request Xmas Tree Collection,0.28469068221251703,0.715309317787483
Rodent,0.29394615495446164,0.7060538450455384
Root/Sewer/Sidewalk Condition,0.2784258903973416,0.7215741096026584
SAFETY,0.29464750697414926,0.7053524930258508
Safety,0.29907530366707163,0.7009246963329283
Sanitation Condition,0.29265464285618054,0.7073453571438195
Scaffold Safety,0.3016774097283135,0.6983225902716865
School Maintenance,0.29948598830649464,0.7005140116935054
Senior Center Complaint,0.280716220061713,0.719283779938287
Sewer,0.2941841750360319,0.7058158249639681
Sidewalk Condition,0.2992455655356129,0.7007544344643871
Smoking,0.2940581016128781,0.705941898387122
Snow,0.2947933810735829,0.7052066189264171
Special Natural Area District (SNAD),0.29834683361961883,0.7016531663803811
Special Projects Inspection Team (SPIT),0.28659215465213084,0.7134078453478692
Standing Water,0.2926751608149074,0.7073248391850926
Street Condition,0.304563458881292,0.695436541118708
Street Light Condition,0.2790895258035241,0.7209104741964759
Street Sign - Damaged,0.2943338731137665,0.7056661268862334
Street Sign - Dangling,0.2924613494866521,0.7075386505133479
Street Sign - Missing,0.2978321607938647,0.7021678392061352
Sustainability Enforcement,0.2871117931118094,0.7128882068881905
Sweeping/Inadequate,0.29273686708245744,0.7072631329175425
Sweeping/Missed,0.2975434798705339,0.7024565201294661
Tattooing,0.29321865317715934,0.7067813468228407
Taxi Complaint,0.29140019646652465,0.7085998035334753
Taxi Report,0.29277524113273035,0.7072247588672697
Traffic,0.28866096769621186,0.7113390323037881
Traffic Signal Condition,0.293264299658286,0.7067357003417141
UNSANITARY CONDITION,0.29656275666818543,0.7034372433318146
Unleashed Dog,0.29087660884532207,0.7091233911546779
Unsanitary Animal Facility,0.2853399552100443,0.7146600447899557
Unsanitary Animal Pvt Property,0.28721654217687537,0.7127834578231247
Unsanitary Condition,0.29399015765863135,0.7060098423413687
Unsanitary Pigeon Condition,0.28718100363600013,0.7128189963639999
Urinating in Public,0.28880343674736014,0.7111965632526398
Vacant Lot,0.28668176351691765,0.7133182364830823
Vending,0.2942197523022235,0.7057802476977765
Violation of Park Rules,0.28925675284515934,0.7107432471548407
WATER LEAK,0.28259915865667357,0.7174008413433264
Water Conservation,0.303384184841564,0.6966158151584361
Water Quality,0.2929762395645532,0.7070237604354468
Water System,0.28111789456097713,0.7188821054390229
Window Guard,0.2869678045700071,0.713032195429993
