Complaint_type,Error,Accuracy
Other Enforcement,0.28565271689403543,0.7143472831059645
Overflowing Litter Baskets,0.2916677875535808,0.7083322124464192
Overgrown Tree/Branches,0.28464660189691454,0.7153533981030855
PAINT/PLASTER,0.2984868961841511,0.7015131038158489
PLUMBING,0.29070320224578616,0.7092967977542138
Panhandling,0.2965689805817161,0.7034310194182839
Pet Shop,0.2899225463015282,0.7100774536984717
Plumbing,0.29698806361051744,0.7030119363894826
Poison Ivy,0.2894538257283915,0.7105461742716085
Posting Advertisement,0.29143120683097945,0.7085687931690205
Public Payphone Complaint,0.2901349761271264,0.7098650238728736
Public Toilet,0.2912979776693917,0.7087020223306083
Quality of Life,0.28557605454208235,0.7144239454579177
Recycling Enforcement,0.28724000625242363,0.7127599937475764
Request Large Bulky Item Collection,0.2898018196543318,0.7101981803456682
Request Xmas Tree Collection,0.30264657448317794,0.6973534255168221
Rodent,0.29708064860111266,0.7029193513988874
Root/Sewer/Sidewalk Condition,0.29100239688970825,0.7089976031102918
SAFETY,0.291629495198195,0.708370504801805
Safety,0.2916666496499838,0.7083333503500162
Sanitation Condition,0.2969456361083981,0.7030543638916019
Scaffold Safety,0.2915761575400276,0.7084238424599725
School Maintenance,0.29407896656814114,0.7059210334318589
Senior Center Complaint,0.29351223590601694,0.7064877640939831
Sewer,0.2897776456792162,0.7102223543207837
Sidewalk Condition,0.29921677200181196,0.700783227998188
Smoking,0.2904893433466848,0.7095106566533151
Snow,0.2991770607075503,0.7008229392924497
Special Natural Area District (SNAD),0.29154648440465736,0.7084535155953426
Special Projects Inspection Team (SPIT),0.2905378416251237,0.7094621583748764
Standing Water,0.28852152622364324,0.7114784737763568
Street Condition,0.28790194289718535,0.7120980571028146
Street Light Condition,0.283814068189094,0.7161859318109061
Street Sign - Damaged,0.3031856562883842,0.6968143437116159
Street Sign - Dangling,0.29575945858260927,0.7042405414173907
Street Sign - Missing,0.2876254011241649,0.7123745988758351
Sustainability Enforcement,0.29523649980023076,0.7047635001997692
Sweeping/Inadequate,0.2954208840189168,0.7045791159810832
Sweeping/Missed,0.29960524718014603,0.700394752819854
Tattooing,0.28683348848042967,0.7131665115195703
Taxi Complaint,0.3056978708404732,0.6943021291595268
Taxi Report,0.2911108203376685,0.7088891796623316
Traffic,0.29234383497526667,0.7076561650247333
Traffic Signal Condition,0.29415545992040215,0.7058445400795978
UNSANITARY CONDITION,0.27825634887934325,0.7217436511206567
Unleashed Dog,0.2871667619096196,0.7128332380903804
Unsanitary Animal Facility,0.29578623524903447,0.7042137647509655
Unsanitary Animal Pvt Property,0.2870533637765102,0.7129466362234897
Unsanitary Condition,0.2924678288008989,0.7075321711991012
Unsanitary Pigeon Condition,0.29729160589533,0.70270839410467
Urinating in Public,0.2884602548455781,0.7115397451544219
Vacant Lot,0.2932432748407433,0.7067567251592567
Vending,0.2852941662585441,0.7147058337414559
Violation of Park Rules,0.28984768207749306,0.7101523179225069
WATER LEAK,0.2903010340307602,0.7096989659692399
Water Conservation,0.28855670120282306,0.7114432987971769
Water Quality,0.29184652751952095,0.708153472480479
Water System,0.29462552469299463,0.7053744753070054
Window Guard,0.2948886743869115,0.7051113256130885
