Complaint_type,Error,Accuracy
Unleashed Dog,0.3060893923034273,0.6939106076965726
Unsanitary Animal Facility,0.6849959155625942,0.3150040844374058
Unsanitary Animal Pvt Property,0.3530828697132987,0.6469171302867013
Unsanitary Condition,0.4562725443060269,0.5437274556939731
Unsanitary Pigeon Condition,0.43888659429311244,0.5611134057068876
Urinating in Public,0.23243306807892097,0.767566931921079
Vacant Lot,0.34222178402390285,0.6577782159760972
Vending,0.29291160425294305,0.707088395747057
Violation of Park Rules,0.3766611742770447,0.6233388257229553
WATER LEAK,0.6959559429829212,0.3040440570170788
Water Conservation,0.4782092215332532,0.5217907784667468
Water Quality,0.32064750611621645,0.6793524938837836
Water System,0.3029563423408262,0.6970436576591739
Window Guard,0.29416044155016485,0.7058395584498351
