Complaint_type,Error,Accuracy
Street Light Condition,0.29495489348006265,0.7050451065199373
Street Sign - Damaged,0.2956600358087788,0.7043399641912211
Street Sign - Dangling,0.28418821776034736,0.7158117822396526
Street Sign - Missing,0.29474910196174164,0.7052508980382584
Sustainability Enforcement,0.2967008424196516,0.7032991575803484
Sweeping/Inadequate,0.28729747481592816,0.7127025251840718
Sweeping/Missed,0.29530754770685025,0.7046924522931497
Tattooing,0.2848236051674391,0.7151763948325609
Taxi Complaint,0.2964024723003775,0.7035975276996225
Taxi Report,0.2933052680382275,0.7066947319617725
Traffic,0.2720510227715993,0.7279489772284007
Traffic Signal Condition,0.29876328494519405,0.701236715054806
UNSANITARY CONDITION,0.2935540916627041,0.7064459083372959
Unleashed Dog,0.28220916536241636,0.7177908346375836
Unsanitary Animal Facility,0.2897800951726115,0.7102199048273885
Unsanitary Animal Pvt Property,0.28397632513376325,0.7160236748662367
Unsanitary Condition,0.28672578003850846,0.7132742199614915
Unsanitary Pigeon Condition,0.2854446007162937,0.7145553992837064
Urinating in Public,0.2950416020646272,0.7049583979353728
Vacant Lot,0.2952051477620286,0.7047948522379714
Vending,0.28607765069894897,0.713922349301051
Violation of Park Rules,0.2929314406372342,0.7070685593627658
WATER LEAK,0.28025795323030883,0.7197420467696911
Water Conservation,0.2935004798729646,0.7064995201270354
Water Quality,0.2810755419226592,0.7189244580773408
Water System,0.2877674281589276,0.7122325718410725
Window Guard,0.2821564637715793,0.7178435362284207
