Complaint_type,Error,Accuracy
Quality of Life,0.3484518202797645,0.6515481797202355
Recycling Enforcement,0.3565372044607675,0.6434627955392325
Request Large Bulky Item Collection,0.3538519743851146,0.6461480256148854
Request Xmas Tree Collection,0.3554033064249959,0.644596693575004
Rodent,0.357600100106153,0.6423998998938469
Root/Sewer/Sidewalk Condition,0.3548224496770707,0.6451775503229293
SAFETY,0.35321853416839455,0.6467814658316055
Safety,0.3599376878933338,0.6400623121066662
Sanitation Condition,0.3509805336922218,0.6490194663077782
Scaffold Safety,0.35671675804094366,0.6432832419590564
School Maintenance,0.36098321976213826,0.6390167802378617
Senior Center Complaint,0.3515448096954582,0.6484551903045418
Sewer,0.3476215942430721,0.652378405756928
Sidewalk Condition,0.3591726890374363,0.6408273109625637
Smoking,0.34963571557108414,0.6503642844289159
Snow,0.35325884772971766,0.6467411522702824
Special Natural Area District (SNAD),0.3599042753854345,0.6400957246145655
Special Projects Inspection Team (SPIT),0.3536177397649822,0.6463822602350178
Standing Water,0.3530517450415722,0.6469482549584278
Street Condition,0.35304692377709046,0.6469530762229095
Street Light Condition,0.35512477036775303,0.644875229632247
Street Sign - Damaged,0.3585751826832599,0.6414248173167401
Street Sign - Dangling,0.35739959088057816,0.6426004091194218
Street Sign - Missing,0.363205269247148,0.636794730752852
Sustainability Enforcement,0.3633575117412374,0.6366424882587626
Sweeping/Inadequate,0.36181980686026133,0.6381801931397386
Sweeping/Missed,0.35548506273517844,0.6445149372648216
Tattooing,0.36766529649894214,0.6323347035010578
Taxi Complaint,0.35339601232018486,0.6466039876798151
Taxi Report,0.3534929201305754,0.6465070798694246
Traffic,0.3587927008380674,0.6412072991619326
Traffic Signal Condition,0.3543209732482056,0.6456790267517944
UNSANITARY CONDITION,0.3610176198328238,0.6389823801671761
Unleashed Dog,0.3518655203145726,0.6481344796854274
Unsanitary Animal Facility,0.34590209290003765,0.6540979070999624
Unsanitary Animal Pvt Property,0.35285964320184604,0.647140356798154
Unsanitary Condition,0.362773359459661,0.6372266405403391
Unsanitary Pigeon Condition,0.35115731344161105,0.648842686558389
Urinating in Public,0.3564602126397158,0.6435397873602842
Vacant Lot,0.359409212505528,0.6405907874944721
Vending,0.3525621975596318,0.6474378024403682
Violation of Park Rules,0.3605850264138295,0.6394149735861705
WATER LEAK,0.35071102827952555,0.6492889717204744
Water Conservation,0.3698049974072436,0.6301950025927564
Water Quality,0.3464881537456914,0.6535118462543086
Water System,0.3575412588306518,0.6424587411693482
Window Guard,0.35671887594165425,0.6432811240583458
