Complaint_type,Error,Accuracy
School Maintenance,0.3827076307144919,0.6172923692855081
Senior Center Complaint,0.38927859666614784,0.6107214033338522
Sewer,0.3834001784137869,0.6165998215862132
Sidewalk Condition,0.39024822452842534,0.6097517754715747
Smoking,0.37630690226689123,0.6236930977331088
Snow,0.38657670477201866,0.6134232952279813
Special Natural Area District (SNAD),0.3793170815501847,0.6206829184498153
Special Projects Inspection Team (SPIT),0.37961945732623564,0.6203805426737643
Standing Water,0.3774982940498061,0.6225017059501938
Street Condition,0.39528266550705654,0.6047173344929435
Street Light Condition,0.3840226471058407,0.6159773528941592
Street Sign - Damaged,0.38999371642877356,0.6100062835712264
Street Sign - Dangling,0.38866790537695806,0.6113320946230419
Street Sign - Missing,0.3858026211429634,0.6141973788570366
Sustainability Enforcement,0.3807591083693206,0.6192408916306794
Sweeping/Inadequate,0.37681090730513955,0.6231890926948604
Sweeping/Missed,0.377645311333732,0.622354688666268
Tattooing,0.38300728408842155,0.6169927159115784
Taxi Complaint,0.37796924963504774,0.6220307503649523
Taxi Report,0.3715475374091637,0.6284524625908363
Traffic,0.38309660027031683,0.6169033997296831
Traffic Signal Condition,0.3869413456639725,0.6130586543360275
UNSANITARY CONDITION,0.36682284993194375,0.6331771500680563
Unleashed Dog,0.38657354958147233,0.6134264504185276
Unsanitary Animal Facility,0.390739444941054,0.609260555058946
Unsanitary Animal Pvt Property,0.37085416187255194,0.6291458381274481
Unsanitary Condition,0.37213437845740155,0.6278656215425984
Unsanitary Pigeon Condition,0.3874871867831316,0.6125128132168685
Urinating in Public,0.39132140662231285,0.6086785933776871
Vacant Lot,0.38209778509058273,0.6179022149094173
Vending,0.37373330978569774,0.6262666902143023
Violation of Park Rules,0.399734357464042,0.600265642535958
WATER LEAK,0.3638613233884188,0.6361386766115812
Water Conservation,0.369529406591097,0.630470593408903
Water Quality,0.38946567934962656,0.6105343206503735
Water System,0.38308763695137377,0.6169123630486262
Window Guard,0.381012059939735,0.6189879400602649
