Complaint_type,Error,Accuracy
Recycling Enforcement,0.2636765726475337,0.7363234273524664
Request Large Bulky Item Collection,0.2786153946473823,0.7213846053526177
Request Xmas Tree Collection,0.27321869612237226,0.7267813038776277
Rodent,0.2691757316211949,0.7308242683788051
Root/Sewer/Sidewalk Condition,0.2751047801718779,0.7248952198281221
SAFETY,0.2717423020879917,0.7282576979120083
Safety,0.2778316236444525,0.7221683763555475
Sanitation Condition,0.2754448019269547,0.7245551980730454
Scaffold Safety,0.2667970753464934,0.7332029246535066
School Maintenance,0.28562143542336405,0.714378564576636
Senior Center Complaint,0.27045105582685675,0.7295489441731433
Sewer,0.26885663213690414,0.7311433678630959
Sidewalk Condition,0.26174202472592656,0.7382579752740734
Smoking,0.28147325877846546,0.7185267412215346
Snow,0.27602497242410834,0.7239750275758916
Special Natural Area District (SNAD),0.27388763122739596,0.7261123687726041
Special Projects Inspection Team (SPIT),0.2690358587132765,0.7309641412867235
Standing Water,0.273359648132789,0.726640351867211
Street Condition,0.2821177091555438,0.7178822908444562
Street Light Condition,0.2731993828745808,0.7268006171254192
Street Sign - Damaged,0.2759272957334574,0.7240727042665426
Street Sign - Dangling,0.2720540309197537,0.7279459690802463
Street Sign - Missing,0.2825649311815195,0.7174350688184805
Sustainability Enforcement,0.28583863623699196,0.714161363763008
Sweeping/Inadequate,0.2791868169929623,0.7208131830070377
Sweeping/Missed,0.2844652843047066,0.7155347156952934
Tattooing,0.2686464047273919,0.7313535952726081
Taxi Complaint,0.2735866329913311,0.7264133670086689
Taxi Report,0.2783295494024373,0.7216704505975626
Traffic,0.280926973679086,0.719073026320914
Traffic Signal Condition,0.27373407337279715,0.7262659266272029
UNSANITARY CONDITION,0.269128691360857,0.730871308639143
Unleashed Dog,0.2771279456972764,0.7228720543027236
Unsanitary Animal Facility,0.280390281611164,0.7196097183888359
Unsanitary Animal Pvt Property,0.2821390814257854,0.7178609185742146
Unsanitary Condition,0.2710255950885212,0.7289744049114788
Unsanitary Pigeon Condition,0.27839066261980666,0.7216093373801933
Urinating in Public,0.278571139267667,0.7214288607323329
Vacant Lot,0.2746852668886508,0.7253147331113492
Vending,0.2816173325706434,0.7183826674293565
Violation of Park Rules,0.28222564432265373,0.7177743556773463
WATER LEAK,0.27796390899991663,0.7220360910000834
Water Conservation,0.2754509964344129,0.724549003565587
Water Quality,0.27133508117934874,0.7286649188206513
Water System,0.2779454542450275,0.7220545457549725
Window Guard,0.27476077058512216,0.7252392294148778
